"name","builds","builds_from","source_description","website","website_identity","website_looked_for","entity_type","founders","founders_source","dpiit_status","dpiit_stage","contact_email","contact_page","domain_registered","web_first_capture","build_tags","domain_tags","public_programmes","programme_count","publishing_organisations","hiring_roles","team_page","site_versions_2y","parked_homepage","papers_found","city","state","rdi_sector","rdi_subsector","rdi_project","placed_from","classifier_reasoning","tier","public_traces","on_record","on_record_basis","started","in_database","signals","page"
"Barox Oxytec Private Limited",,"","DPIIT recognised. Industry: Nanotechnology. Stage: EarlyTraction.",,,"no","company",,"","recognised","EarlyTraction","","","","","","","DPIIT recognition","1","1","","","","","0","Coimbatore","Tamil Nadu","2","Advanced Materials",,"register-label","BAROX OXYTEC's nanotechnology focus aligns with advanced materials development, specifically nanomaterials for water treatment applications including oxygen generation and purification.","C","1","2026-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/barox-oxytec"
"Elemio Materials Private Limited",,"","Startup India profile, not DPIIT recognised. Industry: Nanotechnology. Stage: Validation.",,,"no","company",,"","profile","Validation","","","","","","","","0","0","","","","","0","Kota","Rajasthan","2","Advanced Materials",,"register-label","Elemio Materials is a nanotechnology startup, and 2.6 covers nanomaterials and advanced materials development; without specific product details, the water/adsorbate applications listed represent the most common commercialization pathway for nanotechnology startups in India.","C","1","2026-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/elemio-materials"
"Appliedc6 Technologies Private Limited",,"","Startup India profile, not DPIIT recognised. Industry: Nanotechnology. Stage: Validation.",,,"no","company",,"","profile","Validation","","","","","","","","0","0","","","","","0","Guwahati","Assam","2","Advanced Materials",,"register-label","AppliedC6 Technologies is a nanotechnology startup, and subsector 2.6 explicitly covers nanomaterials and their applications across multiple domains including water treatment, health, infrastructure, and energy.","C","1","2026-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/appliedc6-technologies"
"Nanomika Solutionz LLP",,"","Startup India profile, not DPIIT recognised. Industry: Nanotechnology. Stage: Validation.",,,"no","company",,"","profile","Validation","","","","","","","","0","0","","","","","0","South 24 Parganas","West Bengal","2","Advanced Materials",,"register-label","NANOMIKA SOLUTIONZ, as a nanotechnology startup, aligns with Advanced Materials (2.6), and the company's focus on nanotechnology applications for water purification and material solutions matches the subsector's emphasis on nanomaterials for potable water generation and fluoride removal.","C","1","2026-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/nanomika-solutionz"
"Nextgen EMS Private Limited",,"","DPIIT recognised. Industry: Nanotechnology. Stage: Validation.",,,"no","company",,"","recognised","Validation","","","","","","","DPIIT recognition","1","1","","","","","0","Gurugram","Haryana","2","Advanced Materials",,"register-label","NEXTGEN EMS is a nanotechnology startup, and sub-sector 2.6 covers nanomaterials and their applications across water purification, health, infrastructure and energy storage—the broadest fit for general nanotechnology work without more specific technical details.","C","1","2026-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/nextgen-ems"
"GNL Neuro Think Soft Solution Private Limited",,"","Startup India profile, not DPIIT recognised. Industry: Biotechnology. Stage: Validation.",,,"no","company",,"","profile","Validation","","","","","","","","0","0","","","","","0","Warangal","Telangana","4","Biotechnology & Life Sciences",,"register-label","GNL Neuro Think's focus on neurotechnology software suggests computational modeling and AI applications in understanding neural systems, which aligns with bioinformatics and computational life sciences approaches.","C","1","2026-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/gnl-neuro-think-soft-solution"
"Leads Genetics Private Limited",,"","DPIIT recognised. Industry: Biotechnology. Stage: Validation.",,,"no","company",,"","recognised","Validation","","","","","","","DPIIT recognition","1","1","","","","","","Bareilly","Uttar Pradesh","4","Biotechnology & Life Sciences",,"register-label","LEADS Genetics is a biotechnology startup focused on genomics and genetic analysis, placing them squarely within the genomics, genome editing and NGS project type under Biotechnology & Life Sciences.","C","1","2026-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/leads-genetics"
"Ecoet Technologies Private Limited",,"","DPIIT recognised. Industry: Biotechnology. Stage: Validation.",,,"no","company",,"","recognised","Validation","","","","","","","DPIIT recognition","1","1","","","","","0","Kamrup","Assam","4","Biotechnology & Life Sciences",,"register-label","ECOET Technologies is recognized as a biotechnology startup working on environmental solutions, which aligns with the environmental biotechnology focus of sub-sector 4.1.","C","1","2026-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/ecoet-technologies"
"Vigyanllm Private Limited",,"","Startup India profile, not DPIIT recognised. Industry: Biotechnology. Stage: Prototype.",,,"no","company",,"","profile","Prototype","","","","","","","","0","0","","","","","0","South West Delhi","Delhi","4","Biotechnology & Life Sciences",,"register-label","VigyanLLM appears to be an AI/computational biotechnology company (suggested by the 'LLM' in its name) focused on leveraging large language models for life sciences applications, which aligns with the computational and AI-driven focus of this project type.","C","1","2026-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/vigyanllm"
"OpenHorizon Labs",,"","Startup India profile, not DPIIT recognised. Industry: Robotics. Sector: Robotics Technology. Stage: Validation.",,,"no","company",,"","profile","Validation","","","","","","","","0","0","","","","","","Kanpur","Uttar Pradesh","2","Intelligent Systems & Robotics",,"register-label","OpenHorizon Labs is a robotics technology startup that fits within Intelligent Systems & Robotics, with modular robotic platforms being the most general project type that could encompass their validation-stage robotics work.","C","1","2026-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/openhorizon-labs"
"Advantech MI Systems",,"","Startup India profile, not DPIIT recognised. Industry: Robotics. Sector: Robotics Technology. Stage: Scaling.",,,"no","unverified",,"","profile","Scaling","","","","","","","","0","0","","","","","0","Faridabad","Haryana","2","Intelligent Systems & Robotics",,"register-label","Advantech MI Systems is a robotics startup whose work in robotics technology aligns with the modular robotic platforms project type under Intelligent Systems & Robotics.","C","1","2026-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/advantech-mi-systems"
"Robotutor Tech Private Limited",,"","Startup India profile, not DPIIT recognised. Industry: Robotics. Sector: Robotics Technology. Stage: Scaling.",,,"no","company",,"","profile","Scaling","","","","","","","","0","0","","","","","0","Lucknow","Uttar Pradesh","2","Intelligent Systems & Robotics",,"register-label","RoboTutor Tech develops robotics technology and is a DPIIT-recognised startup in the robotics sector, which aligns with the modular robotic platforms project type under Intelligent Systems & Robotics.","C","1","2026-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/robotutor-tech"
"Indrobotix Technologies Private Limited",,"","DPIIT recognised. Industry: Robotics. Sector: Robotics Technology. Stage: Validation.",,,"no","company",,"","recognised","Validation","","","","","","","DPIIT recognition","1","1","","","","","0","Purba Medinipur","West Bengal","2","Intelligent Systems & Robotics",,"register-label","INDROBOTIX TECHNOLOGIES is a robotics startup at validation stage, and modular robotic platforms is the core project type under Intelligent Systems & Robotics that encompasses scalable, reconfigurable robotic architectures for Indian applications.","C","1","2026-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/indrobotix-technologies"
"Origo Dynamics Private Limited",,"","DPIIT recognised. Industry: Robotics. Stage: Prototype.",,,"no","company",,"","recognised","Prototype","","","","","","","DPIIT recognition","1","1","","","","","0","Medchal Malkajgiri","Telangana","2","Intelligent Systems & Robotics",,"register-label","ORIGO DYNAMICS is a robotics startup at prototype stage, and modular robotic platforms is the primary project type under Intelligent Systems & Robotics that captures general robotics development work without requiring domain-specific applications like swarm robotics, HRI, or autonomous navigation.","C","1","2026-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/origo-dynamics"
"Aradhya Skytron Private Limited",,"","Startup India profile, not DPIIT recognised. Industry: Robotics. Stage: Validation.",,,"no","company",,"","profile","Validation","","","","","","","","0","0","","","","","0","Bhubaneswar","Odisha","2","Intelligent Systems & Robotics",,"register-label","ARADHYA SKYTRON is a robotics startup at validation stage, and modular robotic platforms is the primary project type under Intelligent Systems & Robotics that covers general robotics development.","C","1","2026-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/aradhya-skytron"
"Algodelta Solutions Private Limited",,"","DPIIT recognised. Industry: Robotics. Sector: Robotics Application. Stage: Validation.",,,"no","company",,"","recognised","Validation","","","","","","","DPIIT recognition","1","1","","","","","0","Rajkot","Gujarat","2","Intelligent Systems & Robotics",,"register-label","AlgoDelta Solutions operates in robotics applications at the validation stage, which aligns with sub-sector 2.7's focus on intelligent systems and modular robotic platforms as a core deep-tech capability.","C","1","2026-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/algodelta-solutions"
"Autosegra Solution Private Limited",,"","Startup India profile, not DPIIT recognised. Industry: Robotics. Sector: Robotics Application. Stage: Prototype.",,,"no","company",,"","profile","Prototype","","","","","","","","0","0","","","","","0","Coimbatore","Tamil Nadu","2","Intelligent Systems & Robotics",,"register-label","AUTOSEGRA SOLUTION's focus on robotics applications at prototype stage aligns with the development of modular robotic platforms under Intelligent Systems & Robotics.","C","1","2026-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/autosegra-solution"
"Integri Robotics and Automation Private Limited",,"","Startup India profile, not DPIIT recognised. Industry: Robotics. Sector: Robotics Technology. Stage: Scaling.",,,"no","company",,"","profile","Scaling","","","","","","","","0","0","","","","","0","Thane","Maharashtra","2","Intelligent Systems & Robotics",,"register-label","Integri Robotics focuses on robotics technology and automation, which directly aligns with subsector 2.7's emphasis on modular robotic platforms and intelligent systems rather than the manufacturing-focused automation in 2.3.","C","1","2026-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/integri-robotics-and-automation"
"Affinity Automation & Controls Private Limited",,"","Startup India profile, not DPIIT recognised. Industry: Robotics. Stage: Scaling.",,,"no","company",,"","profile","Scaling","","","","","","","","0","0","","","","","0","Pune","Maharashtra","2","Advanced Manufacturing & Robotics",,"register-label","Affinity Automation & Controls specializes in robotics and control systems for manufacturing, which directly aligns with advanced automation and control systems for assembly line operations.","C","1","2026-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/affinity-automation-controls"
"Neuaurelius Private Limited",,"","Startup India profile, not DPIIT recognised. Industry: Robotics. Sector: Robotics Technology. Stage: Validation.",,,"no","company",,"","profile","Validation","","","","","","","","0","0","","","","","0","Kolkata","West Bengal","2","Intelligent Systems & Robotics",,"register-label","NEUAURELIUS is a robotics startup and 2.7 covers intelligent systems and robotic platforms, with modular robotic platforms being the most general project type that accommodates robotics technology work.","C","1","2026-01-01","cohort",,"2026-09-12","1","https://rohitrao.in/upstream/c/neuaurelius"
